customer_id,age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,employment_type,education,property_ownership,loan_purpose,default
CUST01142,54,96708,89714,12,523.0,1.9,4.0,104609,4,Salaried,Graduate,Mortgage,Business,0
CUST01143,44,63756,153004,12,680.0,17.5,12.0,11574,2,Salaried,Graduate,Own,Home,0
CUST01144,49,61510,200949,12,693.0,6.3,13.0,9472,5,Salaried,Under-Graduate,Own,Education,0
CUST01145,53,99878,120295,48,478.0,0.3,14.0,146152,2,Self-Employed,Graduate,Rent,Personal,1
CUST01146,28,15000,32965,36,771.0,3.2,10.0,10851,2,Salaried,Graduate,Own,Home,1
CUST01147,50,50722,133196,60,720.0,5.5,5.0,55722,2,Salaried,PhD,Rent,Car,0
CUST01148,29,80049,84909,36,596.0,0.9,6.0,81834,4,Salaried,Post-Graduate,Rent,Business,0
CUST01149,22,74605,240596,24,657.0,11.6,6.0,4956,5,Self-Employed,Graduate,Mortgage,Business,0
CUST01150,24,106313,164538,48,492.0,7.0,12.0,79200,4,Self-Employed,Graduate,Mortgage,Personal,0
CUST01151,45,57149,70783,24,706.0,0.4,12.0,44693,3,Business,Graduate,Own,Home,0
CUST01152,44,46383,113824,60,582.0,12.2,7.0,56257,4,Freelancer,Post-Graduate,Own,Personal,0
CUST01153,29,48358,93625,24,,2.6,10.0,69793,4,Salaried,Under-Graduate,Own,Home,1
CUST01154,58,61361,228324,24,641.0,3.0,13.0,26639,5,Salaried,Under-Graduate,Rent,Home,0
CUST01155,24,87432,313025,36,746.0,7.6,3.0,7718,5,Freelancer,Under-Graduate,Mortgage,Personal,0
CUST01156,54,87682,192175,12,687.0,5.2,,62513,0,Salaried,Graduate,Mortgage,Personal,0
CUST01157,49,53879,94688,12,621.0,2.9,8.0,2412,5,Salaried,Post-Graduate,Mortgage,Home,0
CUST01158,29,60060,98457,36,602.0,1.5,5.0,34722,5,Salaried,Under-Graduate,Rent,Home,0
CUST01159,55,42767,61433,24,668.0,3.6,1.0,17529,0,Salaried,Under-Graduate,Mortgage,Car,0
CUST01160,56,44855,107917,12,643.0,4.3,4.0,16347,1,Salaried,Graduate,Own,Car,0
CUST01161,53,75925,251875,24,630.0,5.0,11.0,183,3,Salaried,Post-Graduate,Rent,Education,0
CUST01162,45,87044,138195,36,650.0,4.6,4.0,32723,3,Self-Employed,Graduate,Own,Education,0
CUST01163,35,41054,47841,36,628.0,4.8,14.0,19700,1,Self-Employed,Graduate,Own,Home,0
CUST01164,53,59859,129546,24,524.0,3.2,8.0,81800,0,Self-Employed,PhD,Rent,Personal,1
CUST01165,64,50138,37183,36,,4.1,13.0,6637,4,Self-Employed,Post-Graduate,Rent,Personal,0
CUST01166,37,72277,213540,48,648.0,1.7,10.0,83153,5,Salaried,PhD,Own,Car,0
CUST01167,25,47229,109299,48,660.0,0.9,9.0,51351,3,Salaried,Graduate,Mortgage,Education,0
CUST01168,58,16470,36848,36,569.0,4.7,3.0,8060,5,Self-Employed,PhD,Mortgage,Car,1
CUST01169,42,75073,116480,24,586.0,0.2,12.0,102134,1,Salaried,Graduate,Rent,Business,0
CUST01170,35,48930,179394,36,781.0,0.3,11.0,48096,4,Self-Employed,Graduate,Mortgage,Business,0
CUST01171,52,51011,41660,60,590.0,,10.0,7421,3,Freelancer,Graduate,Own,Education,0
CUST01172,39,63711,225816,36,690.0,1.1,1.0,19496,4,Salaried,Graduate,Mortgage,Personal,0
CUST01173,28,62056,112846,24,586.0,2.3,11.0,37339,0,Salaried,Post-Graduate,Mortgage,Car,0
CUST01174,31,64122,229696,12,498.0,2.3,13.0,93037,1,Self-Employed,Graduate,Rent,Car,1
CUST01175,28,22405,68350,60,641.0,0.6,,8886,0,Self-Employed,Under-Graduate,Own,Business,0
CUST01176,54,66126,57172,48,699.0,1.4,11.0,42474,0,Salaried,Post-Graduate,Rent,Home,0
CUST01177,44,16818,57355,36,623.0,0.0,8.0,14144,0,Self-Employed,Graduate,Rent,Education,1
CUST01178,42,70391,203262,24,490.0,2.2,9.0,37537,2,Business,Post-Graduate,Rent,Car,1
CUST01179,40,77367,47430,60,471.0,8.0,4.0,81348,0,Salaried,Post-Graduate,Mortgage,Home,0
CUST01180,40,27629,26743,24,742.0,1.5,5.0,27389,5,Self-Employed,Graduate,Own,Car,0
CUST01181,57,61568,167754,36,648.0,5.2,4.0,5578,4,Self-Employed,Graduate,Rent,Home,0
CUST01182,50,76143,214654,48,,0.5,4.0,48969,5,Business,Post-Graduate,Rent,Business,0
CUST01183,39,46019,143270,36,668.0,0.1,11.0,53916,0,Salaried,Post-Graduate,Own,Home,0
CUST01184,23,68472,206844,12,557.0,3.4,13.0,65724,5,Business,Graduate,Mortgage,Personal,1
CUST01185,22,15000,42124,24,629.0,3.1,3.0,10354,2,Self-Employed,Post-Graduate,Own,Education,0
CUST01186,26,76963,244883,60,514.0,1.1,10.0,84259,1,Self-Employed,Under-Graduate,Rent,Personal,1
CUST01187,41,55599,139709,36,725.0,1.7,,55917,5,Salaried,PhD,Rent,Home,0
CUST01188,32,49843,70416,48,675.0,0.2,9.0,62623,3,Salaried,Post-Graduate,Own,Education,0
CUST01189,63,74680,275816,36,709.0,8.0,7.0,5712,1,Salaried,Graduate,Own,Business,0
CUST01190,23,89585,50503,60,753.0,1.8,,71929,5,Self-Employed,Graduate,Rent,Home,0
CUST01191,24,64714,115382,60,621.0,1.2,12.0,64098,1,Business,Post-Graduate,Rent,Home,0
CUST01192,44,87174,265971,36,590.0,8.2,9.0,88321,1,Salaried,Graduate,Rent,Personal,0
CUST01193,33,23934,47749,36,641.0,0.2,11.0,33116,0,Salaried,Post-Graduate,Rent,Business,1
CUST01194,41,68318,40097,36,751.0,1.7,13.0,42181,3,Salaried,Graduate,Mortgage,Business,0
CUST01195,26,52359,38270,48,524.0,1.5,12.0,62447,4,Self-Employed,Under-Graduate,Own,Personal,0
CUST01196,58,39235,108690,36,651.0,1.5,2.0,46260,1,Self-Employed,Post-Graduate,Own,Education,0
CUST01197,59,16426,63684,48,714.0,0.1,4.0,6624,5,Self-Employed,Graduate,Mortgage,Business,1
CUST01198,51,67235,163483,24,674.0,13.6,9.0,27058,0,Business,Post-Graduate,Rent,Home,0
CUST01199,30,72505,164851,36,735.0,10.0,8.0,102541,5,Business,Under-Graduate,Mortgage,Education,0
CUST01200,55,81840,132101,48,527.0,2.7,1.0,39823,2,Salaried,Graduate,Own,Home,0
CUST01201,56,78529,109816,24,736.0,2.9,9.0,48813,1,Self-Employed,PhD,Rent,Home,0
CUST01202,43,39565,22688,36,600.0,3.7,13.0,35843,5,Salaried,Graduate,Own,Car,0
CUST01203,45,80814,117612,60,482.0,3.3,10.0,38374,2,Salaried,PhD,Own,Education,0
CUST01204,38,82926,171813,36,623.0,7.6,,82320,0,Salaried,Graduate,Rent,Business,0
CUST01205,31,49800,59402,60,582.0,,1.0,21621,2,Self-Employed,Post-Graduate,Rent,Education,0
CUST01206,51,55568,44772,48,636.0,1.0,2.0,43954,1,Salaried,Graduate,Mortgage,Personal,0
CUST01207,44,36316,109385,48,528.0,0.6,10.0,30482,1,Business,PhD,Own,Car,1
CUST01208,53,84617,307258,36,640.0,12.5,11.0,101612,2,Salaried,Under-Graduate,Rent,Personal,0
CUST01209,38,24764,93575,24,604.0,0.2,6.0,31948,3,Salaried,Under-Graduate,Mortgage,Car,0
CUST01210,38,65699,174956,36,809.0,11.4,2.0,67170,1,Self-Employed,Post-Graduate,Own,Home,0
CUST01211,35,43063,29485,24,663.0,5.9,14.0,17441,5,Self-Employed,Graduate,Mortgage,Personal,0
CUST01212,30,32842,101580,60,668.0,2.6,1.0,22851,3,Salaried,Graduate,Mortgage,Education,0
CUST01213,61,17505,15497,24,631.0,1.0,5.0,14778,3,Salaried,Post-Graduate,Rent,Home,0
CUST01214,23,50691,144171,24,749.0,1.9,14.0,22645,1,Self-Employed,Graduate,Own,Home,0
CUST01215,46,29708,95890,36,688.0,3.8,11.0,41888,3,Salaried,Graduate,Rent,Home,1
CUST01216,60,56128,170658,36,771.0,5.3,2.0,9145,2,Business,Graduate,Own,Business,0
CUST01217,30,90386,346322,12,734.0,5.9,11.0,112998,0,Self-Employed,Graduate,Own,Car,0
CUST01218,43,58990,181896,24,619.0,3.0,4.0,37731,4,Salaried,Post-Graduate,Mortgage,Personal,0
CUST01219,64,94945,277831,48,708.0,2.3,11.0,134657,1,Freelancer,Post-Graduate,Rent,Education,0
CUST01220,25,35354,50064,36,715.0,7.3,14.0,28241,1,Salaried,Post-Graduate,Mortgage,Home,1
CUST01221,47,29381,109787,24,725.0,13.0,11.0,32159,1,Salaried,Graduate,Mortgage,Education,0
CUST01222,50,34459,38883,36,682.0,12.3,11.0,37964,3,Self-Employed,Graduate,Rent,Personal,0
CUST01223,55,53697,196914,24,542.0,4.0,8.0,56221,1,Salaried,Graduate,Own,Home,0
CUST01224,44,109458,174510,24,647.0,0.4,10.0,8107,2,Salaried,Graduate,Rent,Home,0
CUST01225,58,21757,20790,60,658.0,0.4,11.0,20304,0,Salaried,Graduate,Rent,Personal,0
CUST01226,32,67393,228690,36,655.0,2.6,6.0,90455,4,Business,Graduate,Rent,Home,1
CUST01227,27,41000,20858,12,741.0,6.6,8.0,51875,3,Salaried,Graduate,Mortgage,Personal,0
CUST01228,39,50523,172400,60,598.0,3.4,5.0,69338,0,Salaried,Graduate,Rent,Business,0
CUST01229,42,29839,42314,48,660.0,4.9,2.0,19890,1,Salaried,Graduate,Own,Home,0
CUST01230,63,72582,261042,24,644.0,9.3,1.0,49493,1,Salaried,Graduate,Rent,Home,0
CUST01231,57,54121,158042,36,704.0,0.2,,65609,1,Salaried,Under-Graduate,Own,Home,0
CUST01232,62,76749,217325,60,794.0,12.9,8.0,34936,1,Salaried,Under-Graduate,Own,Personal,0
CUST01233,59,58504,104056,36,699.0,2.0,1.0,67139,4,Business,Graduate,Own,Personal,0
CUST01234,55,16367,11586,36,694.0,0.2,10.0,12383,0,Self-Employed,Graduate,Rent,Personal,0
CUST01235,38,76930,261966,36,568.0,9.0,9.0,30502,3,Salaried,Graduate,Mortgage,Personal,0
CUST01236,58,15000,16472,36,526.0,13.6,4.0,14482,4,Salaried,Post-Graduate,Own,Car,1
CUST01237,46,17601,31732,36,670.0,7.3,6.0,7809,3,Business,Post-Graduate,Own,Personal,0
CUST01238,59,36655,95348,36,635.0,8.2,6.0,36936,0,Business,Graduate,Mortgage,Home,0
CUST01239,33,36922,80781,12,686.0,10.3,3.0,31529,1,Self-Employed,Post-Graduate,Rent,Personal,0
CUST01240,44,82920,99115,48,600.0,3.7,1.0,89826,0,Salaried,Post-Graduate,Mortgage,Home,0
CUST01241,63,51576,51171,24,762.0,5.7,6.0,46345,1,Salaried,Post-Graduate,Mortgage,Car,0
CUST01242,43,79947,74459,36,554.0,1.7,10.0,90933,2,Self-Employed,Post-Graduate,Rent,Education,0
CUST01243,42,43641,153639,36,634.0,1.4,5.0,65213,4,Self-Employed,PhD,Rent,Personal,1
CUST01244,48,61352,37452,48,618.0,4.7,4.0,43047,4,Self-Employed,Under-Graduate,Mortgage,Car,0
CUST01245,52,64480,252732,36,737.0,6.6,9.0,57862,2,Salaried,Graduate,Rent,Car,0
CUST01246,27,68921,82350,48,631.0,2.5,13.0,10533,2,Salaried,Under-Graduate,Own,Personal,0
CUST01247,48,45701,40496,24,,2.6,4.0,65152,3,Salaried,Graduate,Rent,Home,0
CUST01248,61,47442,119525,48,656.0,15.4,1.0,42437,3,Business,Graduate,Mortgage,Home,0
CUST01249,55,49037,38246,48,586.0,,10.0,7561,3,Business,Post-Graduate,Mortgage,Home,0
CUST01250,33,21951,57261,60,648.0,21.4,13.0,13170,3,Business,Graduate,Mortgage,Personal,0
CUST01251,28,53321,185407,36,639.0,9.9,6.0,6501,1,Salaried,Under-Graduate,Mortgage,Home,0
CUST01252,31,47326,31596,36,850.0,5.1,,35295,0,Business,Graduate,Mortgage,Home,0
CUST01253,38,66601,219752,24,613.0,0.0,7.0,27677,5,Business,Graduate,Rent,Business,0
CUST01254,47,56826,106871,36,642.0,1.8,1.0,29005,5,Salaried,Under-Graduate,Own,Business,0
CUST01255,42,81727,86484,36,667.0,2.7,9.0,8468,4,Salaried,Under-Graduate,Mortgage,Business,0
CUST01256,49,56401,62962,24,671.0,5.3,10.0,64500,1,Self-Employed,PhD,Mortgage,Education,0
CUST01257,23,43755,162579,60,733.0,2.5,2.0,55205,5,Self-Employed,Graduate,Own,Home,0
CUST01258,64,56153,49814,60,803.0,8.8,7.0,11803,3,Business,Graduate,Mortgage,Car,0
CUST01259,22,69483,245534,12,585.0,5.4,11.0,78236,0,Salaried,PhD,Own,Home,1
CUST01260,57,19535,46978,36,685.0,2.1,8.0,3767,0,Salaried,Under-Graduate,Rent,Business,0
CUST01261,47,40695,25910,48,636.0,7.7,8.0,5221,2,Salaried,Under-Graduate,Own,Business,0
CUST01262,50,41116,87398,24,676.0,1.8,1.0,7036,1,Salaried,Graduate,Rent,Business,0
CUST01263,42,63219,212483,36,738.0,0.3,,3014,1,Salaried,Post-Graduate,Mortgage,Personal,0
CUST01264,32,65545,199368,36,780.0,0.9,1.0,36974,4,Salaried,Under-Graduate,Own,Home,0
CUST01265,61,57024,126065,24,719.0,0.0,10.0,81509,3,Business,Graduate,Rent,Home,0
CUST01266,32,15000,52652,36,675.0,8.9,4.0,20233,3,Salaried,Post-Graduate,Own,Business,0
CUST01267,57,21961,20232,60,732.0,4.9,2.0,10933,3,Salaried,Graduate,Own,Personal,0
CUST01268,60,50221,185054,36,582.0,4.2,10.0,59862,5,Business,Graduate,Mortgage,Education,1
CUST01269,61,44970,155710,36,591.0,5.4,12.0,55622,1,Salaried,Under-Graduate,Rent,Personal,1
CUST01270,56,55107,164162,36,663.0,5.3,4.0,12569,5,Self-Employed,Under-Graduate,Own,Business,0
CUST01271,55,45612,153375,60,743.0,4.2,6.0,15698,5,Business,Graduate,Rent,Personal,0
CUST01272,45,85632,205804,60,626.0,9.2,3.0,88692,5,Salaried,Under-Graduate,Rent,Home,0
CUST01273,43,15000,42946,24,634.0,2.9,10.0,5940,1,Salaried,Graduate,Mortgage,Car,0
CUST01274,26,61052,150315,60,491.0,8.2,12.0,85914,5,Business,Graduate,Rent,Business,0
CUST01275,54,71560,124800,24,841.0,7.7,3.0,24764,0,Salaried,Under-Graduate,Mortgage,Home,0
CUST01276,57,69030,171954,12,631.0,1.1,11.0,82747,5,Salaried,Under-Graduate,Own,Personal,0
CUST01277,41,70745,99122,48,430.0,3.0,1.0,80447,3,Business,Post-Graduate,Rent,Business,0
CUST01278,40,73622,150260,36,663.0,9.0,12.0,55631,3,Salaried,Under-Graduate,Rent,Business,0
CUST01279,56,42920,63638,36,687.0,8.9,5.0,16949,2,Salaried,Under-Graduate,Own,Business,0
CUST01280,64,32970,30665,48,631.0,0.1,12.0,1674,0,Salaried,Under-Graduate,Own,Home,0
CUST01281,38,15000,24397,12,577.0,1.3,7.0,18638,3,Salaried,Post-Graduate,Own,Personal,1
CUST01282,64,47747,166252,24,721.0,2.8,12.0,27055,4,Self-Employed,Graduate,Rent,Education,0
CUST01283,55,39449,72340,36,712.0,0.2,11.0,20125,3,Salaried,Graduate,Own,Home,0
CUST01284,30,78232,243928,24,692.0,1.5,6.0,5221,1,Self-Employed,Graduate,Own,Business,0
CUST01285,47,49248,54822,12,588.0,1.5,12.0,11178,3,Self-Employed,Graduate,Own,Home,0
CUST01286,23,34391,68282,12,601.0,1.2,4.0,18979,4,Self-Employed,PhD,Mortgage,Home,1
CUST01287,30,31229,28168,48,621.0,2.5,6.0,32360,2,Salaried,Graduate,Rent,Home,0
CUST01288,30,94776,93370,60,616.0,8.4,3.0,29474,1,Salaried,Under-Graduate,Own,Car,0
CUST01289,61,54558,145180,24,700.0,1.4,3.0,13389,0,Salaried,Under-Graduate,Mortgage,Home,0
CUST01290,38,39369,103390,24,618.0,4.4,7.0,15489,3,Salaried,Post-Graduate,Rent,Personal,0
CUST01291,22,57480,71666,48,574.0,4.1,9.0,24437,2,Self-Employed,Graduate,Own,Home,0
CUST01292,46,92937,200788,60,683.0,8.5,1.0,57153,2,Self-Employed,Under-Graduate,Rent,Personal,0
CUST01293,64,47206,166239,24,840.0,2.5,4.0,25557,4,Self-Employed,PhD,Rent,Home,0
CUST01294,61,68740,76281,60,587.0,1.3,12.0,7622,1,Self-Employed,Under-Graduate,Rent,Personal,0
CUST01295,63,78729,44657,36,593.0,11.1,14.0,72971,5,Salaried,Post-Graduate,Rent,Home,0
CUST01296,46,17171,47769,60,640.0,8.9,10.0,3360,5,Salaried,Post-Graduate,Own,Business,1
CUST01297,60,42231,29022,24,710.0,4.9,5.0,55012,1,Self-Employed,Graduate,Own,Education,0
CUST01298,56,76221,299532,60,695.0,0.5,2.0,98269,3,Salaried,Under-Graduate,Rent,Home,0
CUST01299,24,41013,108014,36,640.0,0.1,10.0,4453,1,Salaried,Post-Graduate,Rent,Car,0
CUST01300,58,63292,135849,60,615.0,1.0,12.0,39218,1,Self-Employed,Graduate,Rent,Home,0
CUST01301,51,39830,79858,36,817.0,1.1,11.0,28491,3,Business,Graduate,Own,Home,0
CUST01302,59,46088,115484,36,741.0,0.7,3.0,68846,2,Salaried,Graduate,Mortgage,Car,0
CUST01303,55,43652,35671,48,788.0,1.5,5.0,16451,2,Self-Employed,Under-Graduate,Own,Car,0
CUST01304,33,67733,254341,48,706.0,2.1,8.0,64612,0,Salaried,PhD,Own,Business,1
CUST01305,40,59031,158778,36,642.0,7.0,3.0,40473,3,Salaried,Graduate,Own,Business,0
CUST01306,58,56977,65177,36,681.0,6.2,12.0,65688,3,Salaried,Graduate,Rent,Home,0
CUST01307,38,105149,259616,48,794.0,0.6,14.0,39184,0,Self-Employed,Under-Graduate,Rent,Home,0
CUST01308,31,89793,86775,60,691.0,18.9,3.0,91712,0,Self-Employed,Under-Graduate,Rent,Home,0
CUST01309,33,15375,8632,12,512.0,7.0,6.0,2995,5,Salaried,Graduate,Rent,Education,0
CUST01310,37,46131,124867,36,762.0,,8.0,1046,1,Salaried,Under-Graduate,Own,Education,0
CUST01311,45,103529,286743,60,769.0,0.7,1.0,2829,5,Business,Graduate,Mortgage,Home,0
CUST01312,40,43508,110638,48,748.0,0.5,,32153,3,Self-Employed,Under-Graduate,Own,Car,0
CUST01313,29,96754,110511,48,542.0,6.6,13.0,111857,4,Self-Employed,Post-Graduate,Rent,Personal,0
CUST01314,52,46473,121387,60,680.0,1.3,7.0,40266,3,Salaried,Post-Graduate,Mortgage,Personal,1
CUST01315,42,50320,35112,48,732.0,0.4,3.0,2741,5,Freelancer,Graduate,Own,Personal,0
CUST01316,38,72271,190241,48,651.0,2.7,3.0,59848,1,Salaried,Under-Graduate,Mortgage,Business,1
CUST01317,44,53195,129745,60,680.0,6.2,9.0,9036,3,Salaried,Post-Graduate,Own,Home,0
CUST01318,58,64892,181268,60,694.0,1.8,10.0,93969,1,Salaried,Graduate,Mortgage,Education,0
CUST01319,37,86498,314347,48,583.0,3.3,12.0,45745,3,Salaried,Post-Graduate,Rent,Home,0
CUST01320,27,70176,243949,12,687.0,1.1,11.0,52991,1,Salaried,Graduate,Own,Personal,0
CUST01321,29,57830,227404,24,571.0,2.8,14.0,29383,0,Self-Employed,Graduate,Mortgage,Home,0
CUST01322,46,88470,346523,36,641.0,2.2,1.0,61985,1,Salaried,Graduate,Mortgage,Home,0
CUST01323,39,72533,232331,48,603.0,2.8,1.0,104280,2,Salaried,Graduate,Own,Car,0
CUST01324,46,40329,155164,36,720.0,3.1,2.0,15760,3,Salaried,Under-Graduate,Rent,Business,0
CUST01325,33,94601,334461,12,703.0,0.5,6.0,101896,3,Salaried,Graduate,Own,Personal,0
CUST01326,36,67847,206698,36,695.0,0.5,,76865,3,Salaried,Post-Graduate,Mortgage,Car,0
CUST01327,47,50726,38746,48,672.0,1.5,8.0,14503,0,Salaried,Graduate,Rent,Car,0
CUST01328,62,15000,10075,60,684.0,0.6,11.0,16405,5,Self-Employed,Post-Graduate,Own,Business,0
CUST01329,47,27448,94190,60,810.0,1.5,10.0,26679,2,Self-Employed,Under-Graduate,Own,Personal,1
CUST01330,53,89002,197032,36,755.0,0.1,13.0,38855,5,Salaried,Graduate,Rent,Home,0
CUST01331,31,89793,300907,36,573.0,2.2,1.0,70400,5,Salaried,Under-Graduate,Rent,Personal,0
CUST01332,37,56705,90456,36,607.0,1.2,12.0,50182,0,Freelancer,Under-Graduate,Mortgage,Education,0
CUST01333,28,19595,37069,36,633.0,11.1,1.0,24588,4,Salaried,Graduate,Rent,Personal,0
CUST01334,38,33260,98138,48,630.0,9.8,,6227,4,Self-Employed,Under-Graduate,Own,Home,0
CUST01335,44,22524,83420,36,583.0,1.8,12.0,32839,1,Salaried,Graduate,Mortgage,Personal,1
CUST01336,47,21797,17593,12,696.0,3.2,7.0,25147,4,Self-Employed,Graduate,Mortgage,Home,0
CUST01337,42,95536,335825,36,645.0,15.6,4.0,76664,1,Business,Graduate,Rent,Business,0
CUST01338,43,96198,315100,24,667.0,3.7,1.0,112007,0,Business,PhD,Mortgage,Home,0
CUST01339,28,32583,52275,12,513.0,9.4,8.0,35832,0,Business,Under-Graduate,Rent,Home,0
CUST01340,35,54825,95574,36,524.0,8.8,4.0,37839,1,Salaried,Post-Graduate,Own,Home,0
CUST01341,36,29304,19417,24,606.0,14.2,7.0,14771,4,Salaried,Graduate,Mortgage,Business,0
CUST01342,28,54695,30360,36,698.0,,11.0,81107,1,Business,Graduate,Rent,Business,0
CUST01343,30,87786,190453,24,688.0,0.2,8.0,116454,3,Self-Employed,Graduate,Rent,Home,0
CUST01344,29,76574,63892,36,730.0,0.5,1.0,109223,2,Salaried,Graduate,Rent,Car,0
CUST01345,44,71173,83913,60,593.0,4.2,2.0,5174,0,Salaried,Graduate,Mortgage,Business,0
CUST01346,50,51116,177049,36,704.0,3.8,13.0,62506,0,Salaried,PhD,Mortgage,Personal,0
CUST01347,39,80239,200485,36,772.0,1.8,2.0,107266,1,Salaried,Under-Graduate,Own,Home,0
CUST01348,52,67933,184622,60,724.0,1.4,11.0,48595,0,Salaried,Graduate,Own,Car,0
CUST01349,51,63078,72929,36,546.0,6.2,5.0,84297,1,Business,Graduate,Own,Home,0
CUST01350,60,52691,179166,24,738.0,2.1,5.0,7973,4,Salaried,Graduate,Rent,Home,0
CUST01351,56,61367,217112,24,676.0,4.6,6.0,5566,1,Salaried,Under-Graduate,Rent,Education,0
CUST01352,39,60765,141682,36,686.0,6.2,2.0,26574,0,Self-Employed,Post-Graduate,Rent,Car,0
CUST01353,63,44171,163165,36,849.0,2.8,8.0,1738,1,Salaried,Graduate,Own,Personal,0
CUST01354,60,39501,136551,12,669.0,1.1,1.0,40527,1,Self-Employed,Under-Graduate,Own,Personal,0
CUST01355,38,35061,107273,60,700.0,9.9,9.0,48750,3,Salaried,Graduate,Own,Car,0
CUST01356,35,36342,111543,12,657.0,0.5,5.0,16084,4,Salaried,Under-Graduate,Rent,Business,0
CUST01357,52,51237,44518,60,630.0,8.8,10.0,50694,3,Self-Employed,PhD,Rent,Education,0
CUST01358,45,47946,69422,60,679.0,9.1,8.0,33661,2,Salaried,PhD,Own,Business,0
CUST01359,56,42585,31255,60,615.0,4.2,8.0,16292,1,Salaried,Post-Graduate,Mortgage,Home,0
CUST01360,55,41104,21800,48,661.0,5.0,2.0,56634,5,Salaried,Graduate,Mortgage,Personal,0
CUST01361,24,60837,64127,24,625.0,2.2,9.0,87414,2,Salaried,PhD,Own,Business,0
CUST01362,58,82552,295676,48,483.0,9.2,6.0,16686,1,Freelancer,Under-Graduate,Mortgage,Business,1
CUST01363,64,54781,73382,24,610.0,1.5,3.0,63023,5,Salaried,Under-Graduate,Mortgage,Car,0
CUST01364,61,53473,208306,60,726.0,4.1,1.0,15144,1,Freelancer,PhD,Rent,Home,0
CUST01365,47,36302,94041,36,691.0,0.0,9.0,26585,2,Business,Graduate,Own,Personal,0
CUST01366,44,50538,67235,36,631.0,14.1,3.0,27365,0,Salaried,Graduate,Own,Business,0
CUST01367,60,78806,176522,60,657.0,14.8,1.0,28841,0,Salaried,Graduate,Own,Business,0
CUST01368,36,75749,95961,12,585.0,6.2,5.0,76787,5,Salaried,PhD,Rent,Education,0
CUST01369,25,74359,293265,24,594.0,2.8,8.0,95409,0,Self-Employed,Post-Graduate,Rent,Home,0
CUST01370,50,73717,255460,36,650.0,1.0,13.0,86378,1,Salaried,Graduate,Rent,Home,0
CUST01371,43,63734,37720,48,632.0,3.4,13.0,69051,0,Salaried,Graduate,Rent,Car,0
CUST01372,46,63024,240576,36,589.0,7.8,14.0,6263,1,Self-Employed,Post-Graduate,Own,Business,0
CUST01373,34,59895,181106,48,644.0,4.6,7.0,8753,0,Salaried,Graduate,Own,Personal,0
CUST01374,39,46662,36785,60,560.0,3.7,5.0,32534,3,Self-Employed,Graduate,Own,Education,0
CUST01375,54,56673,161361,24,775.0,9.5,14.0,47245,0,Salaried,Under-Graduate,Own,Personal,0
CUST01376,37,59311,163950,36,721.0,1.9,13.0,64357,3,Salaried,Under-Graduate,Own,Personal,0
CUST01377,63,67663,85645,48,476.0,9.8,2.0,36117,1,Salaried,Under-Graduate,Rent,Car,0
CUST01378,23,57005,179825,36,717.0,2.9,2.0,1960,4,Freelancer,Post-Graduate,Mortgage,Home,0
CUST01379,56,97103,78141,36,620.0,0.0,3.0,5258,1,Salaried,Post-Graduate,Rent,Education,0
CUST01380,63,30803,68168,12,606.0,6.6,6.0,39497,4,Salaried,Under-Graduate,Own,Personal,0
CUST01381,55,70089,37478,12,710.0,10.5,12.0,13515,4,Self-Employed,Post-Graduate,Mortgage,Car,0
CUST01382,51,54175,210772,24,638.0,3.3,13.0,76134,3,Salaried,Under-Graduate,Own,Car,0
CUST01383,34,55042,172307,36,619.0,3.0,4.0,27462,4,Self-Employed,Post-Graduate,Rent,Car,1
CUST01384,34,38748,40917,24,543.0,8.2,12.0,33923,0,Business,Graduate,Mortgage,Personal,0
CUST01385,39,75386,127844,36,723.0,10.8,13.0,19067,2,Salaried,PhD,Rent,Home,0
CUST01386,53,68056,72273,24,732.0,18.3,9.0,46349,1,Freelancer,Post-Graduate,Mortgage,Car,0
CUST01387,53,71672,228143,48,662.0,2.1,3.0,94156,1,Salaried,Under-Graduate,Own,Home,0
CUST01388,56,58384,41227,60,556.0,4.5,6.0,86186,3,Salaried,Post-Graduate,Mortgage,Home,0
CUST01389,60,48502,166915,36,674.0,8.7,4.0,55768,2,Self-Employed,Graduate,Mortgage,Car,1
CUST01390,50,53668,203814,36,701.0,3.8,1.0,61553,4,Salaried,Graduate,Own,Personal,0
CUST01391,50,63669,182615,60,647.0,3.1,1.0,84550,5,Business,Under-Graduate,Rent,Home,0
CUST01392,37,15000,18680,36,720.0,4.2,,5510,0,Self-Employed,Graduate,Rent,Education,0
CUST01393,31,72458,127548,60,663.0,2.2,11.0,80022,0,Business,Graduate,Mortgage,Education,0
CUST01394,51,103523,224680,24,674.0,1.1,13.0,86700,5,Self-Employed,Under-Graduate,Rent,Home,0
CUST01395,46,64606,169021,60,768.0,0.3,11.0,25359,3,Freelancer,Post-Graduate,Own,Personal,0
CUST01396,60,49381,140257,36,610.0,4.7,13.0,4108,1,Self-Employed,Post-Graduate,Own,Home,0
CUST01397,41,51775,126318,12,524.0,2.4,8.0,15596,0,Salaried,Graduate,Rent,Personal,0
CUST01398,26,69150,119601,60,636.0,10.7,3.0,67440,0,Freelancer,Graduate,Mortgage,Home,0
CUST01399,22,49834,180309,60,604.0,1.3,2.0,42596,4,Salaried,Post-Graduate,Rent,Education,1
