age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,debt_to_income_ratio,loan_to_income_ratio,monthly_emi_burden,emi_to_monthly_income,credit_tier,income_tier,age_group,financial_stress,employment_type_Freelancer,employment_type_Salaried,employment_type_Self-Employed,education_PhD,education_Post-Graduate,education_Under-Graduate,property_ownership_Own,property_ownership_Rent,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal
33,49639,75422,60,536.0,5.2,3.0,41228,2,0.8306,1.5194,1257.03,0.3039,1,2,2,0.8792,False,True,False,False,False,True,False,True,False,False,False,False
25,46323,128872,24,681.0,0.4,2.0,46931,3,1.0131,2.782,5369.67,1.391,4,2,1,1.6571,False,True,False,False,False,True,True,False,False,False,False,True
63,31569,61078,36,658.0,0.5,2.0,6196,1,0.1963,1.9347,1696.61,0.6449,3,2,5,0.8524,False,False,True,False,True,False,False,False,False,False,False,False
34,32650,38334,36,516.0,0.2,1.0,48030,2,1.4711,1.1741,1064.83,0.3914,1,2,2,1.0581,False,True,False,False,True,False,False,False,False,False,False,True
45,77850,164455,24,566.0,5.2,9.0,94745,3,1.217,2.1125,6852.29,1.0562,2,3,3,1.4374,False,False,True,False,False,False,True,False,False,True,False,False
42,47644,69544,24,591.0,4.1,11.0,20731,1,0.4351,1.4597,2897.67,0.7298,2,2,3,0.8309,False,False,False,True,False,False,False,False,False,True,False,False
56,45300,130198,24,652.0,1.4,14.0,7962,3,0.1758,2.8741,5424.92,1.4371,3,2,5,1.3637,True,False,False,False,False,True,False,False,True,False,False,False
40,80983,187953,12,668.0,2.8,3.0,78357,5,0.9676,2.3209,15662.75,2.3209,3,3,3,1.7796,False,True,False,False,False,True,True,False,True,False,False,False
64,47190,180313,36,534.0,8.8,11.0,399,5,0.0085,3.821,5008.69,1.2737,1,2,5,1.5318,False,False,False,False,True,False,False,False,True,False,False,False
57,72607,71490,36,551.0,6.3,12.0,2682,0,0.0369,0.9846,1985.83,0.3282,2,3,5,0.4086,False,True,False,False,False,False,False,True,False,False,True,False
32,89551,157695,48,744.0,2.3,10.0,105019,4,1.1727,1.761,3285.31,0.4402,4,3,2,1.1294,False,True,False,False,True,False,True,False,False,True,False,False
39,51594,131179,48,681.0,3.5,14.0,33017,4,0.6399,2.5425,2732.9,0.6356,4,3,3,1.2094,False,False,False,False,False,False,True,False,False,True,False,False
32,75932,70394,48,700.0,5.2,9.0,40388,5,0.5319,0.9271,1466.54,0.2318,4,3,2,0.5604,False,True,False,False,False,False,False,False,False,False,True,False
36,97250,90060,36,649.0,1.0,6.0,15486,0,0.1592,0.9261,2501.67,0.3087,3,3,3,0.4341,False,False,True,False,False,True,True,False,False,False,True,False
35,22288,59748,60,774.0,10.9,13.0,343,4,0.0154,2.6807,995.8,0.5361,5,1,2,0.9712,False,False,False,False,False,False,False,True,False,False,True,False
35,32175,72886,24,752.0,0.8,8.0,24721,4,0.7683,2.2653,3036.92,1.1327,5,2,2,1.3267,True,False,False,False,False,True,False,False,False,False,False,False
37,54105,111134,36,625.0,2.9,8.0,35270,1,0.6519,2.054,3087.06,0.6847,3,3,3,1.0824,False,True,False,False,False,False,False,False,True,False,False,False
30,16676,65161,60,596.0,4.7,9.0,10940,3,0.656,3.9075,1086.02,0.7815,2,1,2,1.6691,False,True,False,False,False,False,False,True,True,False,False,False
54,46345,144590,48,516.0,10.0,11.0,39219,0,0.8462,3.1199,3012.29,0.78,1,2,4,1.5084,False,False,False,False,False,False,False,False,False,True,False,False
40,90180,308802,60,695.0,1.5,2.0,14568,0,0.1615,3.4243,5146.7,0.6849,4,3,3,1.2974,True,False,False,False,False,False,False,True,False,False,False,False
64,15000,17152,24,762.0,7.9,14.0,1736,5,0.1157,1.1435,714.67,0.5717,5,1,5,0.5608,False,True,False,False,False,True,True,False,False,False,True,False
63,90173,190611,24,580.0,0.9,4.0,49710,1,0.5513,2.1138,7942.12,1.0569,2,3,5,1.1717,False,True,False,True,False,False,False,False,False,False,False,False
26,48598,139307,36,659.0,10.6,12.0,8847,1,0.182,2.8665,3869.64,0.9555,3,2,2,1.2194,False,False,True,True,False,False,True,False,False,False,True,False
45,60903,114548,48,649.0,1.8,2.0,1053,0,0.0173,1.8808,2386.42,0.4702,3,3,3,0.7122,False,True,False,False,False,False,True,False,False,False,True,False
35,59617,81761,48,649.0,1.9,13.0,27002,3,0.4529,1.3714,1703.35,0.3429,3,3,2,0.6954,False,True,False,False,False,True,False,True,True,False,False,False
26,71595,137777,36,765.0,5.3,12.0,91581,0,1.2792,1.9244,3827.14,0.6415,5,3,2,1.2814,True,False,False,False,True,False,False,False,True,False,False,False
64,59009,224389,36,651.0,2.5,9.0,51836,5,0.8784,3.8026,6233.03,1.2675,3,3,5,1.8724,False,False,True,False,False,False,False,True,True,False,False,False
57,38164,29056,12,552.0,3.0,9.0,42091,3,1.1029,0.7613,2421.33,0.7613,2,2,5,0.8979,False,False,True,False,False,False,False,True,False,False,False,False
30,79724,266968,48,710.0,17.2,2.0,1731,1,0.0217,3.3487,5561.83,0.8372,4,3,2,1.2644,False,True,False,False,False,False,False,True,False,False,False,False
63,58959,63190,48,633.0,6.9,7.0,18753,0,0.3181,1.0718,1316.46,0.2679,3,3,5,0.5292,False,False,True,False,False,False,True,False,False,False,False,False
27,73794,160036,12,685.0,4.1,7.0,50922,1,0.6901,2.1687,13336.33,2.1687,4,3,2,1.5773,False,True,False,False,False,False,False,False,False,False,False,True
47,62279,144397,60,785.0,6.3,4.0,87150,1,1.3993,2.3186,2406.62,0.4637,5,3,4,1.3944,False,True,False,False,True,False,False,False,False,False,False,False
33,30796,66882,24,724.0,11.7,8.0,26458,3,0.8591,2.1718,2786.75,1.0859,4,2,2,1.3209,False,False,True,False,False,True,True,False,False,False,True,False
63,35531,108832,48,776.0,1.1,10.0,3282,3,0.0924,3.063,2267.33,0.7658,5,2,5,1.1856,False,True,False,False,False,False,True,False,True,False,False,False
41,65962,175153,36,649.0,0.1,8.0,86997,2,1.3189,2.6554,4865.36,0.8851,3,3,3,1.5897,False,True,False,False,False,False,False,False,False,False,False,False
25,65896,81998,24,639.0,1.2,2.0,57051,5,0.8658,1.2444,3416.58,0.6222,3,3,1,0.9063,False,True,False,False,False,False,False,True,False,False,False,True
33,17286,67889,60,645.0,1.4,6.0,9023,1,0.522,3.9274,1131.48,0.7855,3,1,2,1.6227,False,False,True,False,False,True,False,True,False,False,False,False
28,31686,57813,24,652.0,11.9,8.0,1840,2,0.0581,1.8246,2408.88,0.9123,3,2,2,0.8443,False,True,False,False,True,False,False,False,True,False,False,False
51,78954,303118,36,561.0,6.3,3.0,95842,0,1.2139,3.8392,8419.94,1.2797,2,3,4,2.0212,False,True,False,False,True,False,False,False,False,False,False,True
29,44791,47735,48,654.0,3.5,3.0,11993,4,0.2678,1.0657,994.48,0.2664,3,2,2,0.5068,False,False,True,False,False,False,False,True,False,False,True,False
55,49522,124671,24,404.0,1.8,3.0,69198,0,1.3973,2.5175,5194.62,1.2587,1,2,4,1.6918,False,True,False,False,True,False,True,False,False,False,False,False
35,26794,35726,36,700.0,6.4,13.0,13478,5,0.503,1.3334,992.39,0.4445,4,2,2,0.7346,False,True,False,True,False,False,True,False,False,False,False,True
43,19964,15615,60,696.0,0.4,9.0,15600,5,0.7814,0.7822,260.25,0.1564,4,1,3,0.5941,False,False,False,False,False,True,False,True,True,False,False,False
36,33254,56445,36,737.0,2.5,2.0,11950,0,0.3594,1.6974,1567.92,0.5658,4,2,3,0.8227,False,True,False,False,False,False,True,False,False,False,True,False
40,36320,74028,60,594.0,1.9,7.0,39204,0,1.0794,2.0382,1233.8,0.4076,2,2,3,1.1655,True,False,False,False,True,False,False,True,False,False,False,True
62,51886,66680,36,549.0,0.3,14.0,59182,3,1.1406,1.2851,1852.22,0.4284,1,3,5,0.9703,False,True,False,False,False,True,True,False,False,False,False,False
27,53373,151060,36,606.0,1.8,3.0,33566,3,0.6289,2.8303,4196.11,0.9434,2,3,2,1.3837,False,True,False,False,False,False,False,True,False,False,False,False
50,44557,101068,24,588.0,0.1,2.0,60470,2,1.3571,2.2683,4211.17,1.1341,2,2,4,1.5636,False,True,False,False,True,False,True,False,True,False,False,False
22,56829,108174,36,584.0,3.3,3.0,69739,5,1.2272,1.9035,3004.83,0.6345,2,3,1,1.2523,False,False,False,False,True,False,False,False,True,False,False,False
61,53325,85293,48,614.0,3.2,10.0,38579,5,0.7235,1.5995,1776.94,0.3999,2,3,5,0.8892,False,True,False,False,False,False,False,True,False,False,False,False
63,55400,147393,36,588.0,1.4,8.0,9984,3,0.1802,2.6605,4094.25,0.8868,2,3,5,1.1363,False,True,False,False,False,True,False,False,False,False,False,True
33,79533,235343,36,649.0,10.6,8.0,86016,3,1.0815,2.9591,6537.31,0.9864,3,3,2,1.6162,False,False,True,False,False,False,False,False,True,False,False,False
36,63138,81018,36,629.0,1.3,12.0,28043,5,0.4442,1.2832,2250.5,0.4277,3,3,3,0.691,False,False,True,False,False,False,False,False,True,False,False,False
24,95534,72949,48,601.0,4.6,12.0,60265,2,0.6308,0.7636,1519.77,0.1909,2,3,1,0.5387,False,False,False,False,True,False,True,False,False,False,False,True
60,60824,105484,48,575.0,7.0,12.0,62834,4,1.033,1.7342,2197.58,0.4336,2,3,5,1.0635,False,False,True,False,False,False,False,False,True,False,False,False
49,30483,106578,48,638.0,6.9,8.0,6281,3,0.206,3.4963,2220.38,0.8741,3,2,4,1.3935,False,True,False,False,False,False,False,True,False,False,False,True
36,56147,29944,48,662.0,2.1,1.0,77651,2,1.383,0.5333,623.83,0.1333,3,3,3,0.7532,False,True,False,False,False,True,False,False,False,True,False,False
49,48297,64845,24,687.0,0.1,1.0,7504,3,0.1554,1.3426,2701.88,0.6713,4,2,4,0.6663,False,True,False,False,False,False,False,False,False,False,False,True
59,52643,112241,60,766.0,11.5,9.0,26550,2,0.5043,2.1321,1870.68,0.4264,5,3,5,0.9693,False,True,False,False,False,False,False,True,False,False,True,False
42,77460,248776,24,633.0,0.1,2.0,47804,0,0.6171,3.2117,10365.67,1.6058,3,3,3,1.6921,False,False,False,True,False,False,False,False,False,False,False,True
62,64682,210337,60,619.0,4.2,9.0,36040,1,0.5572,3.2519,3505.62,0.6504,2,3,5,1.3936,False,True,False,False,True,False,False,True,False,False,False,False
39,66888,87472,36,714.0,0.9,8.0,54772,3,0.8189,1.3077,2429.78,0.4359,4,3,3,0.8506,False,False,True,False,True,False,True,False,True,False,False,False
59,58537,39673,60,606.0,7.8,13.0,23891,5,0.4081,0.6777,661.22,0.1355,2,3,5,0.4072,False,True,False,False,False,True,False,True,False,False,True,False
48,15000,38173,36,748.0,18.8,9.0,8223,1,0.5482,2.5449,1060.36,0.8483,4,1,4,1.2372,False,False,False,False,False,True,False,True,False,False,True,False
64,40016,56963,12,554.0,5.6,10.0,58872,0,1.4712,1.4235,4746.92,1.4235,2,2,5,1.4426,True,False,False,False,False,False,False,False,False,False,True,False
34,70405,118285,36,550.0,2.0,3.0,8950,0,0.1271,1.6801,3285.69,0.56,1,3,2,0.7229,False,True,False,False,True,False,False,False,False,True,False,False
36,23150,64504,36,593.0,8.3,8.0,10488,4,0.453,2.7863,1791.78,0.9288,2,1,3,1.2957,False,True,False,False,False,True,False,True,False,False,True,False
45,46208,130473,12,664.0,1.8,5.0,20773,1,0.4496,2.8236,10872.75,2.8236,3,2,3,1.874,False,True,False,False,False,True,True,False,True,False,False,False
58,125273,401697,24,514.0,0.8,9.0,36866,3,0.2943,3.2066,16737.38,1.6033,1,4,5,1.5607,False,False,False,True,False,False,False,True,False,True,False,False
33,61932,232618,48,785.0,1.0,11.0,16308,0,0.2633,3.756,4846.21,0.939,5,3,2,1.5138,False,False,True,False,False,False,False,False,True,False,False,False
55,43980,140377,60,755.0,8.2,12.0,7707,0,0.1752,3.1918,2339.62,0.6384,5,2,4,1.2191,False,True,False,False,True,False,False,False,False,False,True,False
33,46770,74189,60,706.0,15.2,4.0,539,5,0.0115,1.5863,1236.48,0.3172,4,2,2,0.5756,False,False,True,False,False,False,False,False,False,False,True,False
40,50738,27643,60,753.0,3.5,2.0,72772,0,1.4343,0.5448,460.72,0.109,5,3,3,0.7699,False,False,False,False,False,False,False,True,False,False,False,False
38,49682,160566,36,629.0,1.0,5.0,28540,4,0.5745,3.2319,4460.17,1.0773,3,2,3,1.5226,False,True,False,False,False,False,False,True,False,False,False,False
59,62459,109253,36,720.0,0.2,8.0,32505,1,0.5204,1.7492,3034.81,0.5831,4,3,5,0.9078,False,False,True,False,True,False,True,False,False,True,False,False
32,79309,149494,60,733.0,1.4,5.0,20674,1,0.2607,1.885,2491.57,0.377,4,3,2,0.7829,False,False,False,False,False,False,False,True,False,False,True,False
45,83351,187033,12,441.0,3.5,8.0,10371,1,0.1244,2.2439,15586.08,2.2439,1,3,3,1.3961,False,True,False,False,True,False,False,False,False,True,False,False
31,64199,82258,36,659.0,2.1,4.0,30386,4,0.4733,1.2813,2284.94,0.4271,3,3,2,0.7018,False,False,True,False,False,True,False,True,False,False,False,False
28,53292,32334,36,545.0,3.8,8.0,24313,5,0.4562,0.6067,898.17,0.2022,1,3,2,0.4252,False,True,False,False,False,False,False,True,True,False,False,False
22,34900,132410,36,718.0,0.8,4.0,50010,2,1.433,3.794,3678.06,1.2647,4,2,1,2.0908,False,False,False,False,False,False,True,False,False,True,False,False
43,86334,94303,60,598.0,13.2,9.0,56496,5,0.6544,1.0923,1571.72,0.2185,2,3,3,0.655,False,True,False,False,False,False,False,True,True,False,False,False
22,66667,150442,60,686.0,1.2,7.0,18073,2,0.2711,2.2566,2507.37,0.4513,4,3,1,0.9208,False,True,False,False,True,False,False,True,True,False,False,False
28,25335,31580,48,615.0,9.1,2.0,4972,5,0.1963,1.2465,657.92,0.3116,2,2,2,0.5459,False,False,False,False,False,False,False,True,False,False,False,True
32,67928,209875,48,544.0,1.0,14.0,738,2,0.0109,3.0897,4372.4,0.7724,1,3,2,1.163,True,False,False,False,False,True,False,False,True,False,False,False
44,41891,133373,48,586.0,3.5,4.0,6615,0,0.1579,3.1838,2778.6,0.796,2,2,3,1.2571,False,False,False,False,True,False,False,False,False,False,False,False
62,56560,130969,60,506.0,4.3,2.0,9398,1,0.1662,2.3156,2182.82,0.4631,1,3,5,0.9001,False,False,False,False,True,False,False,False,False,False,False,False
25,104964,128431,48,572.0,3.8,9.0,51311,3,0.4888,1.2236,2675.65,0.3059,2,4,1,0.6544,False,False,True,False,True,False,False,False,False,True,False,False
31,34062,124829,60,737.0,3.0,14.0,14583,4,0.4281,3.6648,2080.48,0.733,4,2,2,1.4906,False,True,False,False,False,False,False,True,False,False,False,True
38,73578,284987,36,631.0,0.4,8.0,102495,2,1.393,3.8733,7916.31,1.2911,3,3,3,2.1065,False,True,False,False,False,False,False,True,True,False,False,False
35,55113,179735,24,783.0,11.7,4.0,35700,0,0.6478,3.2612,7488.96,1.6306,5,3,2,1.7267,False,False,False,False,False,True,True,False,False,False,True,False
40,85870,112891,36,649.0,6.0,14.0,80752,1,0.9404,1.3147,3135.86,0.4382,3,3,3,0.902,False,True,False,False,False,False,False,True,True,False,False,False
47,30024,69400,12,776.0,2.4,4.0,29978,3,0.9985,2.3115,5783.33,2.3115,5,2,4,1.7863,False,False,False,False,False,False,False,True,False,False,False,True
43,41557,114251,24,627.0,1.0,8.0,2517,1,0.0606,2.7493,4760.46,1.3746,3,2,3,1.2614,False,True,False,False,True,False,False,False,True,False,False,False
58,80141,76269,60,625.0,16.9,7.0,70255,5,0.8766,0.9517,1271.15,0.1903,3,3,5,0.6932,False,False,True,False,False,False,False,True,True,False,False,False
56,43744,122938,36,574.0,8.9,12.0,49822,3,1.1389,2.8104,3414.94,0.9368,2,2,5,1.5797,False,True,False,False,False,True,False,True,False,False,False,True
44,87322,200506,48,619.0,5.0,1.0,114713,0,1.3137,2.2962,4177.21,0.574,2,3,3,1.3865,False,True,False,False,False,True,False,True,False,False,False,True
34,57259,156517,24,399.0,0.0,13.0,49675,3,0.8675,2.7335,6521.54,1.3667,1,3,2,1.5771,False,True,False,False,False,False,True,False,False,False,True,False
54,34457,52820,60,705.0,8.7,5.0,30440,3,0.8834,1.5329,880.33,0.3066,4,2,4,0.9052,True,False,False,False,False,True,False,False,True,False,False,False
36,32638,91138,60,703.0,0.6,6.0,4133,2,0.1266,2.7924,1518.97,0.5585,4,2,3,1.0559,False,True,False,False,False,True,False,False,True,False,False,False
40,47398,35659,24,570.0,8.4,5.0,11431,0,0.2412,0.7523,1485.79,0.3762,2,2,3,0.435,True,False,False,False,False,False,False,True,False,True,False,False
51,46778,175640,36,606.0,3.5,13.0,43609,0,0.9323,3.7548,4878.89,1.2516,2,2,4,1.8748,False,False,False,False,True,False,True,False,False,False,False,True
54,54626,90604,60,665.0,2.6,6.0,72610,4,1.3292,1.6586,1510.07,0.3317,3,3,4,1.1288,False,False,True,False,True,False,True,False,False,False,False,False
31,30732,88865,36,678.0,9.4,10.0,16531,2,0.5379,2.8916,2468.47,0.9639,3,2,2,1.3718,True,False,False,False,False,False,False,True,False,False,True,False
34,92285,213092,36,641.0,8.3,6.0,120151,4,1.302,2.3091,5919.22,0.7697,3,3,2,1.4444,False,False,False,True,False,False,True,False,True,False,False,False
33,36097,89657,12,574.0,3.5,7.0,14053,3,0.3893,2.4838,7471.42,2.4838,2,2,2,1.646,False,False,False,False,False,False,False,False,False,True,False,False
44,65972,58370,36,662.0,0.2,12.0,55467,5,0.8408,0.8848,1621.39,0.2949,3,3,3,0.6902,False,True,False,False,False,False,False,False,False,False,True,False
63,52334,102891,12,683.0,11.5,9.0,27168,0,0.5191,1.966,8574.25,1.966,4,3,5,1.3872,False,True,False,True,False,False,True,False,False,False,False,False
24,57801,206091,48,591.0,4.7,8.0,81094,1,1.403,3.5655,4293.56,0.8914,2,3,1,1.8983,False,False,True,False,False,False,False,True,False,True,False,False
35,35931,90561,36,628.0,6.9,3.0,53446,5,1.4875,2.5204,2515.58,0.8401,3,2,2,1.6032,False,False,True,False,False,True,False,True,True,False,False,False
38,61003,243174,12,635.0,10.1,3.0,81161,5,1.3304,3.9863,20264.5,3.9863,3,3,3,2.9239,False,True,False,False,True,False,True,False,False,False,True,False
56,46188,120353,36,770.0,0.7,3.0,11599,4,0.2511,2.6057,3343.14,0.8686,5,2,5,1.1427,False,True,False,False,True,False,True,False,False,False,False,False
51,67080,74652,36,702.0,2.5,1.0,53720,3,0.8008,1.1129,2073.67,0.371,4,3,4,0.7655,False,True,False,False,False,False,True,False,False,False,False,False
40,16733,59983,60,641.0,4.6,10.0,18456,4,1.103,3.5847,999.72,0.7169,3,1,3,1.7317,True,False,False,False,False,False,True,False,False,False,False,False
40,79794,185548,24,687.0,2.1,1.0,108300,2,1.3572,2.3253,7731.17,1.1627,4,3,3,1.5893,False,True,False,False,True,False,True,False,False,False,False,True
44,68598,84689,12,647.0,11.6,12.0,37195,4,0.5422,1.2346,7057.42,1.2346,3,3,3,0.9576,False,True,False,False,False,False,False,False,False,False,False,True
24,43271,166493,60,731.0,12.4,13.0,49852,4,1.1521,3.8477,2774.88,0.7695,4,2,1,1.846,False,False,False,False,False,True,True,False,False,False,False,False
52,61361,132733,48,670.0,4.2,8.0,64309,5,1.048,2.1631,2765.27,0.5408,3,3,4,1.2304,False,False,True,False,False,False,False,True,True,False,False,False
52,56718,53426,24,572.0,19.1,6.0,27068,1,0.4772,0.942,2226.08,0.471,2,3,4,0.6148,False,True,False,False,False,False,False,True,False,False,True,False
54,75850,86550,12,599.0,3.4,14.0,103300,3,1.3619,1.1411,7212.5,1.1411,2,3,4,1.2294,False,False,True,False,False,False,True,False,False,False,False,False
64,53821,89087,12,665.0,2.8,3.0,34228,1,0.636,1.6552,7423.92,1.6552,3,3,5,1.2475,False,True,False,False,False,False,True,False,False,False,False,False
22,40412,89582,24,540.0,7.2,12.0,23935,0,0.5923,2.2167,3732.58,1.1084,1,2,1,1.2344,False,True,False,False,False,False,False,True,True,False,False,False
56,40631,72385,36,756.0,0.3,4.0,35334,5,0.8696,1.7815,2010.69,0.5938,5,2,5,1.0604,False,True,False,False,False,False,False,False,False,False,False,True
41,15000,40143,48,820.0,4.8,7.0,13645,1,0.9097,2.6762,836.31,0.669,5,1,3,1.3674,False,False,True,False,True,False,False,False,False,False,True,False
30,36147,70126,48,554.0,6.6,5.0,18388,4,0.5087,1.94,1460.96,0.485,2,2,2,0.931,False,False,True,False,False,False,True,False,False,False,False,True
41,64966,144377,12,800.0,1.7,2.0,80993,1,1.2467,2.2223,12031.42,2.2223,5,3,3,1.8321,False,True,False,False,False,True,True,False,False,False,True,False
24,38912,79985,24,599.0,2.0,8.0,6625,0,0.1703,2.0555,3332.71,1.0278,2,2,1,0.9931,False,False,True,False,False,False,False,False,False,False,True,False
42,53370,41964,48,668.0,0.1,11.0,52590,2,0.9854,0.7863,874.25,0.1966,3,3,3,0.689,False,False,True,False,True,False,True,False,True,False,False,False
31,23710,35279,36,642.0,0.2,2.0,32213,0,1.3586,1.4879,979.97,0.496,3,1,2,1.1386,False,False,False,False,False,False,False,True,False,True,False,False
35,61998,207627,36,578.0,3.5,12.0,30943,0,0.4991,3.3489,5767.42,1.1163,2,3,2,1.5392,False,False,True,False,False,True,False,True,False,False,False,False
59,72970,38090,36,542.0,3.2,11.0,5787,0,0.0793,0.522,1058.06,0.174,1,3,5,0.2405,False,True,False,False,False,True,True,False,False,False,True,False
41,67321,63472,24,748.0,16.1,9.0,94537,1,1.4043,0.9428,2644.67,0.4714,4,3,3,0.986,False,False,False,False,False,False,False,True,False,False,True,False
34,74237,104086,48,684.0,3.5,8.0,16668,2,0.2245,1.4021,2168.46,0.3505,4,3,2,0.6156,False,True,False,False,False,False,True,False,False,False,False,False
59,88733,130614,60,782.0,8.3,1.0,110639,4,1.2469,1.472,2176.9,0.2944,5,3,5,1.0287,False,False,True,False,True,False,False,False,False,False,False,False
33,75076,243016,36,750.0,1.5,6.0,52466,5,0.6988,3.2369,6750.44,1.079,4,3,2,1.5743,False,True,False,False,False,False,False,True,False,False,True,False
29,40132,135977,36,753.0,1.2,11.0,35812,3,0.8924,3.3882,3777.14,1.1294,5,2,2,1.7122,False,True,False,False,False,False,False,False,False,False,False,False
41,70405,81897,24,695.0,3.6,8.0,100384,1,1.4258,1.1632,3412.38,0.5816,4,3,3,1.0938,False,True,False,False,False,False,False,True,False,False,True,False
23,50334,76604,48,778.0,17.6,13.0,36081,5,0.7168,1.5219,1595.92,0.3805,5,3,1,0.8574,False,True,False,False,True,False,False,False,False,False,True,False
64,56371,40920,48,527.0,6.0,4.0,67106,3,1.1904,0.7259,852.5,0.1815,1,3,5,0.7484,False,False,True,False,True,False,False,False,False,True,False,False
61,21768,43268,12,740.0,12.4,9.0,14479,2,0.6652,1.9877,3605.67,1.9877,4,1,5,1.4587,False,True,False,False,False,False,False,True,False,False,False,False
23,74040,202387,60,698.0,3.4,3.0,66473,0,0.8978,2.7335,3373.12,0.5467,4,3,1,1.3432,False,False,True,False,False,True,False,False,False,False,True,False
52,57674,146066,24,643.0,3.4,5.0,41359,1,0.7171,2.5326,6086.08,1.2663,3,3,4,1.4265,False,True,False,False,False,False,False,True,False,False,True,False
53,38353,139912,12,644.0,1.4,11.0,51479,3,1.3422,3.648,11659.33,3.648,3,2,4,2.7257,False,False,False,False,False,True,False,True,False,False,False,True
54,70800,135604,36,712.0,0.9,12.0,10439,5,0.1474,1.9153,3766.78,0.6384,4,3,4,0.8251,False,True,False,False,False,False,False,True,False,False,False,False
40,86904,50504,48,835.0,8.5,3.0,11424,5,0.1315,0.5811,1052.17,0.1453,5,3,3,0.2705,False,True,False,False,True,False,False,True,False,False,False,True
22,55221,75062,48,692.0,0.0,10.0,40067,0,0.7256,1.3593,1563.79,0.3398,4,3,1,0.8,False,True,False,False,True,False,True,False,False,False,False,True
26,15000,20112,12,728.0,3.7,11.0,16552,0,1.1035,1.3408,1676.0,1.3408,4,1,2,1.2459,False,True,False,False,False,False,True,False,False,False,False,True
37,60033,50508,12,835.0,14.4,5.0,34088,1,0.5678,0.8413,4209.0,0.8413,5,3,3,0.7319,False,True,False,False,False,True,False,True,False,False,False,False
52,67603,243630,36,661.0,0.9,3.0,11333,4,0.1676,3.6038,6767.5,1.2013,3,3,4,1.5086,False,True,False,False,True,False,False,False,False,False,False,False
32,33793,109812,36,648.0,6.5,13.0,32563,3,0.9636,3.2495,3050.33,1.0832,3,2,2,1.6852,False,True,False,False,False,True,False,False,False,False,True,False
45,59934,235886,48,649.0,6.6,3.0,47542,0,0.7932,3.9358,4914.29,0.9839,3,3,3,1.7932,False,False,False,False,False,True,True,False,False,False,True,False
57,85593,95672,36,664.0,0.8,7.0,17430,1,0.2036,1.1178,2657.56,0.3726,3,3,5,0.5286,False,True,False,False,False,False,True,False,False,False,True,False
43,45519,146976,24,715.0,8.5,13.0,30588,4,0.672,3.2289,6124.0,1.6144,4,2,3,1.7218,False,True,False,False,True,False,False,True,False,False,True,False
57,77337,99105,48,748.0,8.8,9.0,14177,1,0.1833,1.2815,2064.69,0.3204,4,3,5,0.5539,False,True,False,False,False,False,False,True,False,True,False,False
63,74158,183513,36,608.0,4.9,8.0,55450,0,0.7477,2.4746,5097.58,0.8249,2,3,5,1.2889,False,False,False,False,False,False,False,True,False,False,False,True
52,69558,274740,12,543.0,1.3,8.0,60651,2,0.8719,3.9498,22895.0,3.9498,1,3,4,2.7186,False,True,False,False,True,False,True,False,True,False,False,False
50,77146,45117,48,578.0,1.5,13.0,88656,5,1.1492,0.5848,939.94,0.1462,2,3,4,0.679,False,True,False,False,False,False,False,False,False,False,False,True
62,37420,49315,36,551.0,3.0,9.0,10006,5,0.2674,1.3179,1369.86,0.4393,2,2,5,0.6341,False,False,True,False,False,False,False,True,False,True,False,False
41,65049,219342,36,752.0,0.0,10.0,17527,5,0.2694,3.372,6092.83,1.124,5,3,3,1.4566,False,False,True,False,True,False,True,False,False,True,False,False
43,35064,137866,48,671.0,2.1,13.0,23481,3,0.6697,3.9318,2872.21,0.983,3,2,3,1.7423,False,True,False,False,True,False,True,False,False,False,False,False
31,20038,50667,36,788.0,7.8,1.0,3136,2,0.1565,2.5285,1407.42,0.8429,5,1,2,1.074,False,False,False,False,False,False,False,False,False,False,True,False
37,68996,38610,60,705.0,4.6,5.0,57382,3,0.8317,0.5596,643.5,0.1119,4,3,3,0.5341,False,False,True,False,False,False,False,False,False,False,False,True
31,83508,165530,36,645.0,1.7,6.0,115226,3,1.3798,1.9822,4598.06,0.6607,3,3,2,1.3448,False,True,False,False,False,False,False,False,True,False,False,False
60,64668,178466,60,565.0,6.0,11.0,54986,3,0.8503,2.7597,2974.43,0.5519,2,3,5,1.3336,False,True,False,False,False,False,False,True,True,False,False,False
32,51510,155879,36,535.0,10.2,2.0,3112,3,0.0604,3.0262,4329.97,1.0087,1,3,2,1.2346,False,False,False,False,False,False,True,False,False,False,False,False
41,74859,284911,24,602.0,1.9,13.0,29144,3,0.3893,3.806,11871.29,1.903,2,3,3,1.8684,False,True,False,False,True,False,False,True,False,False,False,True
34,31377,32918,36,659.0,1.4,1.0,9000,5,0.2868,1.0491,914.39,0.3497,3,2,2,0.5344,False,True,False,False,False,False,False,True,True,False,False,False
53,56059,70710,12,816.0,0.4,5.0,7937,4,0.1416,1.2613,5892.5,1.2613,5,3,4,0.8134,False,False,True,False,False,True,False,True,True,False,False,False
31,35495,139649,36,742.0,4.4,8.0,47878,1,1.3489,3.9343,3879.14,1.3114,4,2,2,2.1133,False,True,False,False,False,True,False,True,True,False,False,False
23,67213,190135,60,777.0,10.4,12.0,47567,4,0.7077,2.8288,3168.92,0.5658,5,3,1,1.3015,False,False,True,True,False,False,False,True,False,True,False,False
